S/N,BRAND,MODEL,LOCATION,DATE ENTERED,OnHand
WQD09902,- No Manufacturer -,MF244DW,HO,2018-04-20 00:00:00,24.000000
WQD08119,- No Manufacturer -,MF244DW,HO,2018-04-20 00:00:00,24.000000
WQD10026,- No Manufacturer -,MF244DW,HO,2018-04-20 00:00:00,24.000000
WQD10029,- No Manufacturer -,MF244DW,HO,2018-04-20 00:00:00,24.000000
X2SK009580,EPSON,L1455,HO,2018-04-23 00:00:00,14.000000
X2SK009582,EPSON,L1455,HO,2018-04-23 00:00:00,14.000000
X2SK009605,EPSON,L1455,HO,2018-04-23 00:00:00,14.000000
X2SK009608,EPSON,L1455,HO,2018-04-23 00:00:00,14.000000
CNBKL3P9DV,- No Manufacturer -,F2A77A,HO,2018-04-25 00:00:00,15.000000
CNBKL3PB34,- No Manufacturer -,F2A77A,HO,2018-04-25 00:00:00,15.000000
CNBKL3P9ZL,- No Manufacturer -,F2A77A,HO,2018-04-25 00:00:00,15.000000
CNBKL3P9DJ,- No Manufacturer -,F2A77A,HO,2018-04-25 00:00:00,15.000000
CNBKL3P8XX,- No Manufacturer -,F2A77A,HO,2018-04-25 00:00:00,15.000000
CNBKL3P9F3,- No Manufacturer -,F2A77A,HO,2018-04-25 00:00:00,15.000000
CNBKL3P920,- No Manufacturer -,F2A77A,HO,2018-04-25 00:00:00,15.000000
CNBKL3P903,- No Manufacturer -,F2A77A,HO,2018-04-25 00:00:00,15.000000
CNBKL3P98X,- No Manufacturer -,F2A77A,HO,2018-04-25 00:00:00,15.000000
CNBKL3P9CD,- No Manufacturer -,F2A77A,HO,2018-04-25 00:00:00,15.000000
CNBKL3P8TZ,- No Manufacturer -,F2A77A,HO,2018-04-25 00:00:00,15.000000
CNBKL3PB18,- No Manufacturer -,F2A77A,HO,2018-04-25 00:00:00,15.000000
CNBKL3P9CY,- No Manufacturer -,F2A77A,HO,2018-04-25 00:00:00,15.000000
CNBKL3P9D7,- No Manufacturer -,F2A77A,HO,2018-04-25 00:00:00,15.000000
CNBKL3PB59,- No Manufacturer -,F2A77A,HO,2018-04-25 00:00:00,15.000000
CNB8KDVG77,- No Manufacturer -,K0Q14A,HO,2018-04-25 00:00:00,2.000000
CNB8KDVG8N,- No Manufacturer -,K0Q14A,HO,2018-04-25 00:00:00,2.000000
CNDKL3Y9YK,HP,M435NW,HO,2018-04-25 00:00:00,21.000000
CNDKL3Y9YD,HP,M435NW,HO,2018-04-25 00:00:00,21.000000
CNDKL3Y9YN,HP,M435NW,HO,2018-04-25 00:00:00,21.000000
CNDKL3Y9Y0,HP,M435NW,HO,2018-04-25 00:00:00,21.000000
CNDKL3Y9Z6,HP,M435NW,HO,2018-04-25 00:00:00,21.000000
CNDKL3Y9XX,HP,M435NW,HO,2018-04-25 00:00:00,21.000000
CNDKL3Y9Z9,HP,M435NW,HO,2018-04-25 00:00:00,21.000000
CNDKL3Y9YV,HP,M435NW,HO,2018-04-25 00:00:00,21.000000
CNDKL3Y9Y5,HP,M435NW,HO,2018-04-25 00:00:00,21.000000
CNDKL3Y9ZF,HP,M435NW,HO,2018-04-25 00:00:00,21.000000
CNDKL3Y9Y9,HP,M435NW,HO,2018-04-25 00:00:00,21.000000
CNDKL3Y9Z0,HP,M435NW,HO,2018-04-25 00:00:00,21.000000
CNDKL3Y9YG,HP,M435NW,HO,2018-04-25 00:00:00,21.000000
CNDKL3Y9ZC,HP,M435NW,HO,2018-04-25 00:00:00,21.000000
CNDKL3Y9XL,HP,M435NW,HO,2018-04-25 00:00:00,21.000000
CNDKL3Y9Z3,HP,M435NW,HO,2018-04-25 00:00:00,21.000000
CNDKL3Y9YW,HP,M435NW,HO,2018-04-25 00:00:00,21.000000
CNDKL3Y9XP,HP,M435NW,HO,2018-04-25 00:00:00,21.000000
CNDKL3Y9Y2,HP,M435NW,HO,2018-04-25 00:00:00,21.000000
